year_month,bm1_mkt1,bm1_mkt2,bm1_mkt3,bm1_mkt4,bm1_mkt5,bm2_mkt1,bm2_mkt2,bm2_mkt3,bm2_mkt4,bm2_mkt5,bm3_mkt1,bm3_mkt2,bm3_mkt3,bm3_mkt4,bm3_mkt5,bm4_mkt1,bm4_mkt2,bm4_mkt3,bm4_mkt4,bm4_mkt5,bm5_mkt1,bm5_mkt2,bm5_mkt3,bm5_mkt4,bm5_mkt5,SMB,HML,RM-RF
1964-07,0.0010261572559193874,0.029067307235045303,0.000571128310440787,0.009905562275984752,0.02479249041212843,0.0593383068902079,0.010283474970659248,0.02444819218714113,0.04186268461961491,0.0004590045532022577,0.08201442564489597,0.013590787735836819,-0.02183554024659759,0.012253532265061179,0.010095415927128258,-0.01798081111462979,0.023068185491297362,0.0319030671792943,-0.004823768853671735,0.024568723584950478,0.026044269275703094,0.014783882468526195,-0.013656304120911195,0.035606654939739316,0.006309898462940364,0.005448335373778484,-0.02295267801175791,0.013764713380297649
1964-08,-0.002016523434489022,0.0060005421892209854,-0.01130994470028227,-0.034549454718784796,-0.017965985839058667,0.018314039959725657,0.0029355245673319346,-0.004675234420352645,-0.012912195979158598,-0.021440736877856553,-0.01924816646347506,-0.014135362683462167,0.008682651860325763,-0.02527195207530287,-0.028777060553093335,-0.010524603339708437,-0.009856770799523955,-0.01270004754478541,-0.06423082287924543,-0.008254645220660018,-0.014959768599331767,-0.030472404443891907,-0.00449358001427155,-0.03865064073083988,-0.013252924310173886,0.01671839875902957,-0.007785912981688204,-0.020712557644455887
1964-09,0.04338198731563259,0.039790268326400105,0.021243818475593555,0.029687027536368926,0.02420973716687469,0.11430344859430543,0.008175271617285585,0.018451128336905376,0.011227385246075123,0.0020626547981524492,0.015867546941451677,0.042583461338178974,0.00825261925189665,0.040237669487974144,0.026253315649594725,0.020455658071951016,0.01744272150265154,0.03381391340601782,0.015645363237395078,0.02002076783193777,0.011758168337536606,0.02295259239943276,0.05392407822570272,0.026968441443198682,0.05674248867426328,0.0010753581657462173,0.009564042482128464,0.019680472504147478
1964-10,0.03248770899025529,0.02684149674301347,0.04006636103941173,-0.01293059986095634,-0.00965552667709864,-0.017257007689987752,0.029927205603159646,0.018540827801233534,0.0037568761602241943,0.004245306557206422,-0.003983021071044235,0.013402834926670581,0.006202254349211929,-0.0005666970610979159,0.020599718145933102,0.022200334714199396,0.014388459499330748,0.011150038982309802,0.012343334072092777,0.03231269961989737,0.0332732272291459,0.02164143609379942,-0.003581644461233531,-0.005398276965505826,-0.028575563529004068,0.017278008643021973,-0.005399306219550239,0.0019442908674335933
1964-11,-0.028874783788481507,0.017829058446420555,-0.0005790689691418014,-0.0005783453878238933,-0.030376604652767113,-0.07759044937291168,0.027773763589423083,0.012375812884488222,0.014771880217939688,-0.02567044734815626,-0.02222261012990747,-0.010087451383950374,-0.01741249202550998,-0.006735717520090303,6.72574791391236e-05,-0.008658274310159905,-0.00792535860302275,-0.027836728937136908,-0.002013089002496051,-0.019889917620544303,-0.01698828748596799,-0.02874379208600378,-0.033315630116897685,0.008913444513067297,-0.06418674358797846,0.02282793154492635,-0.028159395655509782,-0.019761124494536153
1964-12,-0.03793619616253127,0.006800231687195743,0.05309434979236926,0.008332924867581604,0.008068270204486264,-0.03498862488215209,-0.026053002458954283,0.007965855579850056,-0.006346959225915969,0.005916562776716788,0.0013935553011827587,0.009628517777004554,0.018638694181839957,-0.03291889145262462,0.006640832162847075,-0.026260128227716867,-0.055578965643589426,-0.004083169645590925,0.001395867157000308,-0.0279973247684843,-0.008631276523398502,-0.019873420422152795,-0.03791134598055236,-0.12925475849356272,-0.03231413340624852,-0.0005458336556921281,-0.03032700102395343,0.0014134380342429318
1965-01,0.17874990983685196,0.0070715888477140085,0.0624600859834713,0.049913594657461764,0.043918929311197466,0.09263785700535121,0.0762163403355647,0.034564174544637616,0.04365144016518935,0.0058247079065243835,0.027484385283652157,0.009749149373305743,0.07573744539205454,0.04479783208145833,-0.002244054081396738,0.03910897310637912,0.060469837752511246,0.012857070954676789,0.024325792776008145,0.05589962825552193,0.06372119805930905,0.07348791005871426,0.10584031641081253,0.06302536222618249,0.04560457055678396,0.02597929933743158,0.013989648428894032,0.027663242218075815
1965-02,-0.002210068715673041,0.0479362383525323,0.015497984974218343,-0.00035952804791057396,-0.015370728929975621,0.016425348065750203,0.031202161706981136,0.025722281905186793,0.024858669439907673,-0.009324265311108028,0.03345805886368532,0.05153535368505734,0.028237847806482,0.037527717559469626,-0.03008290882757203,0.0029892820525967132,0.028856117018841113,0.03734497607693687,0.011838249855901975,-0.009690286756770528,0.022937624725741845,0.03748101391680938,0.01086834203152516,-0.012816978421455915,-0.003433581183665857,0.039538458349075864,0.00015466570531436942,-0.008616066647975925
1965-03,0.004281391360331343,-0.01694743489634136,-0.01649809729168098,-0.019951731614330212,-0.011111551749635898,0.013601830096642039,-0.004250446179764004,-0.01595812933373636,-0.01177949520014363,-0.019208701499325895,-0.009880516540446464,0.006831099476340375,-0.015683837211211263,-0.014127280764411103,-0.05184291773555118,0.016648998770321603,-0.0004944414010619783,-0.006563377334533688,0.0006361356420754574,-0.007479383225827159,0.024923929003219644,-0.011383563496483342,-0.03659005432669879,-0.007962435347117025,-0.013493673017499642,0.01292501665054008,0.0015307580618732965,-0.019741046281574512
1965-04,-0.020806640456345706,0.01794803402101302,0.02550106591067423,0.01719149267042724,0.03915010520623118,0.058184890588171764,0.038834280156742375,-0.007418848602682479,0.01738429382714275,0.01864574338999255,0.0922130124744394,0.039244655993064446,0.039013041026033896,0.014062268134110078,0.015865053841441493,0.005168003515831779,0.02943659294377881,-0.005919126686202895,0.024579846492114737,0.022990858690792725,0.04592869639584049,0.07210361295991709,0.028771620359001417,0.022193944720156775,-0.054178196699062875,0.0050685098646008064,-0.019152574257453734,0.023165964330328723
